term,frequency
n o t   p o s t,10
n o   a v a i l,10
n o   s u p p o r t,10
n e v e r   t o o k,10
n o   c o n v e r s a t i o n,10
n o t   i n v o l v e d,10
n o   c r i t i c a l,10
experience was negative negative,10
n o t   r e l a t e d,10
n o t   u n d e r,10
was very dissatisfied dissatisfied,9
n o   s p e c i a l i s t,9
n o   h e l l o,9
N o   e x c l u s i v e,9
n o t   c o n n e c t,9
me feel bad bad,9
it got worse worse,9
n o t   s u f f i c i e n t l y,9
n o t   u p d a t e d,9
n o t   c o m p l e t e d,9
n o t   c o n t a c t,9
n o t   t e l l,9
n o t   r e p o r t,9
incredibly bad bad,9
felt worse worse,9
n o t   t a l k,9
without fail fail,9
n o t   t r y,9
n e v e r   t o,9
n o t   l i s t e n e d,9
N o t   v e r y,9
n o   c a r e,9
n o   u n d e r l y i n g,9
n o t   a s s i g n,9
n o t   m e n t i o n,9
received poor poor,9
n o   c a s e,9
b a r e l y   h e a r d,9
N o   f u r t h e r,9
with poor poor,9
I was dissatisfied dissatisfied,9
was getting worse worse,9
N o   i d e a,9
n e v e r   s h o w e d,9
quite bad bad,9
n o   w a i t i n g,9
n o t   i d e n t i f y,9
gets worse worse,9
extremely poor poor,9
n o t   p a r t,9
n o   m e d i c a l,9
a failed failed,9
n o t   i m p l y,9
n o t   w r i t t e n,9
n o t   e v e r y o n e,9
n o t   t o o,9
n o t   k n o w i n g,9
n o t   t a l k i n g,9
n o t   o f,9
received very poor poor,9
good or bad bad,9
n o   t a c t,9
n o t   a s k e d,9
n o   o p t i o n,9
my bad bad,9
n o   m e s s a g e,9
and terrible terrible,9
n o   q u e s t i o n,9
n o   d i a g n o s i s,9
n o t   c o n t r a d i c t e d,9
looks worse worse,9
n o t   s u i t,9
is getting worse worse,9
n o   l i a b i l i t y,9
n o t   s e r i o u s,9
n o t   d e s e r v e,9
n o t   c a u s e,9
b a r e l y   e x a m i n e d,9
n o   l e s s,9
extremely dissatisfied dissatisfied,9
n o t   s o l v e d,9
a complete lack lack,9
N o   t i m e,9
n o t   c a l l e d,9
that bad bad,9
n o t   u n d e r s t o o d,9
N o   i n s u l t s,9
N o   c o n t e n t,9
N o   s e r i o u s,9
n o t   i n f a l l i b l e,9
n o t   g i v i n g,9
N o   g e n e r a l,9
N o   g e n e r a l i z a t i o n s,9
n e v e r   d i d,9
N o   p o s t s,9
N o   o b v i o u s,9
n o t   w i t h i n,8
The poor poor,8
n o t   f a i r,8
b a r e l y   e v e n,8
n o   r e f u n d,8
n e v e r   c o n t a c t e d,8
n e v e r   s e t,8
n o   g u a r a n t e e,8
was poor poor,8
n e v e r   s a i d,8
n o t   c o n s t i t u t e,8
had very bad bad,8
n o t   o p e n e d,8
n o t   b e l o n g,8
n o t   e n t i t l e d,8
n o   c o s t,8
N o   i n t e r e s t,8
N o   c o m m i t m e n t,8
h a r d l y   t o o k,8
with very bad bad,8
N o   r e s p e c t,8
n o   i s,8
n o t   k e e p,8
as a lack lack,8
n o t   p r e s c r i b e,8
n o t   p r e v i o u s l y,8
n o t   e x a c t l y,8
n o t   i n d i c a t e,8
n o   e x p l a n a t i o n s,8
I felt worse worse,8
absolute lack lack,8
n o t   D r,8
to my worst worst,8
n e v e r   a n y,8
such bad bad,8
me worse worse,8
felt really bad bad,8
of the lack lack,8
n o t   s y n c h r o n i z e d,8
n o t   r e t u r n e d,8
this terrible terrible,8
n o t   c h a n g e,8
n o t   a g r e e d,8
n o t   c l e a n,8
n o   M R I,8
n o t   w i t h o u t,8
experience was horrible horrible,8
n o t   a p p a r e n t,8
n o   p e r s o n a l,8
n e v e r   i n,8
n o t   p o s i t i v e,8
n o t   c o n c e r n,8
n o t   r e p e a t,8
n o t   c o n t r i b u t e,8
n o   p a t i e n t s,8
n o   a t t e n t i o n,8
feeling terrible terrible,8
felt so bad bad,8
is worse worse,8
feeling really bad bad,8
n o t   f i n i s h e d,8
n o   r i g h t,8
I feel worse worse,8
n o t   w a n t i n g,8
n o   S M S,8
n o t   o b l i g e d,8
n e v e r   c a l l e d,8
n o t   s h o w i n g,8
A terrible terrible,8
is very poor poor,8
such a lack lack,8
n e v e r   t o l d,8
n e v e r   t a k e n,8
n o   u l t r a s o u n d,7
N o   m e d i c a l,7
n e v e r   t h e r e,7
n o t   w a r n,7
n o t   r e s o l v e,7
n e v e r   k n o w,7
other negative negative,7
with terrible terrible,7
b a r e l y   l i s t e n e d,7
n o t   f i n d i n g,7
n o   d o u b t,7
n o t   s i g n e d,7
n o t   p r o p e r l y,7
felt very bad bad,7
n o t   u n d e r s t a n d i n g,7
n o t   i m p r o v e d,7
n o t   e n t i r e l y,7
n o t   i n t e n d,7
n o t   a c t,7
n o   g r e e t i n g,7
b a r e l y   w a l k,7
n o t   f u l f i l l,7
N o   n e e d,7
n o t   m a k i n g,7
were the worst worst,7
n o t   a d v i s e,7
n o t   t r u s t,7
n o t   w o r k e d,7
b a r e l y   s a i d,7
n o t   l i s t e n i n g,7
n o t   t o l e r a t e,7
n o   k n o w l e d g e,7
n o t   p r a c t i c e,7
n o t   a c c u r a t e,7
a worse worse,7
chronic heart failure failure,7
"N o 
 r e p l y",7
N o   d a t a,7
N o   c o m m e n t s,7
n o t   j u s t i f i e d,7
It was horrible horrible,7
n o   f r e e,7
N o   d i v e r g e n c e,7
with the lack lack,7
n o t   e v e r y,7
n o t   b r i n g,7
N O T   H A V E,7
was a failure failure,7
n o t   c o n s u l t e d,7
n o t   h e l p e d,7
n o t   e x i s t e d,7
have a terrible terrible,7
n o   w o n d e r,7
n o   a n d,7
n o   e t h i c s,7
n o t   f e l t,7
of the bad bad,7
it was bad bad,7
or a lack lack,7
have bad bad,7
It was terrible terrible,7
in the worst worst,7
I received poor poor,7
n o t   s p e c i f y,7
n o   s e n s i t i v i t y,7
A negative negative,7
n o t   c r e d i b l e,7
n e v e r   u s e,7
all the negative negative,7
n o t   s o m e t h i n g,7
"objections
extremely bad bad",7
n o t   f a l l,7
n o   s c h e d u l e d,7
n o   a c t u a l,7
too bad bad,7
n e v e r   f i n d,7
n o t   s p e c i f i e d,7
were getting worse worse,7
with the bad bad,7
n o   f e e d b a c k,7
n o t   h e r e,7
n o t   l e a d,7
n o t   s e e k,7
n o t   p e r f o r m e d,7
N o t   g o o d,7
n o t   k n o w n,7
n o t   f r e e,7
n o t   p r i v a t e,7
was a horrible horrible,7
service is terrible terrible,7
n o t   m o r e,7
you feel bad bad,7
N o   u n d e r s t a n d i n g,7
Your lack lack,7
n o   r e c o r d,7
any negative negative,7
n o t   a s k i n g,7
A tremendous lack lack,7
n o   r e t u r n,7
n o   t r u s t,7
n o t   p u n c t u a l,7
n o t   a f f i l i a t e d,7
great lack lack,7
a deliberate failure failure,6
start a failed failed,6
n o t   d e l e t e d,6
n o t   i n t e n d e d,6
H a r d l y   a n y,6
N o   g o,6
n o   t e l e p h o n e,6
n o t   t o d a y,6
it worse worse,6
he failed failed,6
to a bad bad,6
"n o t 
 c a n",6
undifferentiated bad bad,6
out worse worse,6
n o t   p a s s e d,6
deliberate failure failure,6
have negative negative,6
n o t   s u r p r i s e d,6
n o   c l e a r,6
n o t   i m p o r t a n t,6
is lacking lacking,6
n o   s t r u c t u r e,6
n o   s t a r,6
n o   r e f e r e n c e,6
n o   t h e r a p y,6
n o t   r e s p e c t e d,6
n o t   d i s s e m i n a t e,6
n o t   c r e a t e,6
have gotten worse worse,6
n o   c h a n g e,6
N o   a n s w e r,6
n o t   a b s o l u t e l y,6
s horrible horrible,6
N o   g r e e t i n g,6
h a r d l y   w a l k,6
say anything bad bad,6
n o   i n v e s t i g a t i o n,6
n o   c u s t o m e r,6
showed a lack lack,6
n o   b e t t e r,6
n o   c o n c e r n,6
N o   c o m m u n i c a t i o n,6
are dissatisfied dissatisfied,6
is poor poor,6
n e v e r   a s k e d,6
n o t   p a t i e n t,6
n o t   a u t h e n t i c,6
n o   e n t r y,6
n o t   c u r r e n t l y,6
n o t   o r,6
absurd lack lack,6
am much worse worse,6
disrespect and lack lack,6
n o   r o o m,6
h a r d l y   s e e,6
n e v e r   t h o u g h t,6
Their lack lack,6
n o   a t t e m p t,6
n o t   l e t t i n g,6
"N o 
 I",6
n e v e r   w e n t,6
n o   r u s h,6
n o t   s t o p,6
n o t   i m p l e m e n t,6
N o   q u e s t i o n s,6
the other negative negative,6
n o t   p l a y,6
n o t   e v a l u a t e,6
n o   a v a i l a b i l i t y,6
n o t   l e g a l,6
simply terrible terrible,6
n o t   a c h i e v e d,6
n o t   e v e r y t h i n g,6
n o t   a p p e a r e d,6
n o t   r e a s o n a b l y,6
b a r e l y   t a l k e d,6
n o t   r e g i s t e r,6
n o   s c h e d u l e,6
lot of bad bad,6
n o t   r e s p o n d i n g,6
n o t   m i s s,6
n o   c a l l,6
N O T   A C C E P T,6
n o   s m i l e,6
n o t   c o m p a t i b l e,6
n o   i n t e r a c t i o n,6
n o   d i f f e r e n c e,6
n o   i n f l u e n c e,6
N O   L O N G E R,6
n o   r e p o r t,6
far the worst worst,6
n o t   s t a n d,6
was quite bad bad,6
N o t   a l l,6
n o   v a l u e,6
n o   a s s i s t a n c e,6
with bad bad,6
n o   w a i v e r,6
had negative negative,6
is the lack lack,6
n o   r e s u l t,6
on the negative negative,6
n e v e r   l e f t,6
VERY BAD BAD,6
n o t   c o m m o n,6
numerous negative negative,6
N o   a d v i c e,6
N o t   i n,6
n o t   T h e y,6
completely dissatisfied dissatisfied,6
n o t   s e n d i n g,6
n o t   f o r w a r d,5
extreme lack lack,5
in poor poor,5
n o t   m o n i t o r e d,5
n o t   c l a r i f y,5
A very negative negative,5
n e v e r   e n c o u n t e r e d,5
n o t   h a p p e n e d,5
n o t   a d d,5
his bad bad,5
disregard and lack lack,5
a great lack lack,5
only got worse worse,5
s even worse worse,5
this bad bad,5
h a r d l y   e v e r,5
an extremely negative negative,5
for the terrible terrible,5
n o t   c o m p l y i n g,5
as bad bad,5
n o t   r e p o r t e d,5
n o   c o m m e n t s,5
n e v e r   a n s w e r e d,5
to this lack lack,5
n o   a p p l i c a t i o n,5
s poor poor,5
n o t   c h a n g e d,5
n o t   d u e,5
n o t   e x p r e s s,5
n o t   a d h e r e d,5
n o t   r e i m b u r s e,5
n o t   d e t e c t e d,5
doctor was terrible terrible,5
n o   i n t e n t i o n,5
got much worse worse,5
N O T   A,5
n o t   o p e r a t e,5
N o   s o n o,5
N o   i n f o r m a t i o n,5
for the lack lack,5
my lack lack,5
h a r d l y   g e t,5
n o   l i n k,5
n o t   s e e i n g,5
n o t   a d h e r e,5
consultation was terrible terrible,5
n o   c u r e,5
is simply terrible terrible,5
n o t   r e l e a s e d,5
N o   s u b j e c t,5
had a horrible horrible,5
such a negative negative,5
received terrible terrible,5
n o   d i f f e r e n t,5
n o t   j o i n,5
also very bad bad,5
n o t   c o n c e r n e d,5
n e v e r   t r e a t e d,5
"n o t 
 I f",5
a total failure failure,5
that negative negative,5
total failure failure,5
m dissatisfied dissatisfied,5
things worse worse,5
b a r e l y   a n s w e r e d,5
n o   r e g u l a r,5
be lacking lacking,5
n o t   d o w n l o a d e d,5
to be lacking lacking,5
n o   d i a l o g u e,5
n o t   s p e c i f i c a l l y,5
doctor was horrible horrible,5
n o t   d o u b t,5
and getting worse worse,5
to poor poor,5
n o t   r e f u n d,5
n o t   s t a t e d,5
n o t   w a s t e,5
gets even worse worse,5
n o t   o b t a i n,5
A huge lack lack,5
n e v e r   e v e n,5
n o   p o s i t i v e,5
n o t   h o l d,5
simply a lack lack,5
n o t   a p p r o v e,5
n o t   a c t u a l l y,5
n e v e r   m a k e,5
N o   c o n f i d e n t i a l i t y,5
b a r e l y   a s k e d,5
n o t   i n t r o d u c e,5
due to poor poor,5
t bad bad,5
n e v e r   n e e d,5
n o t   w h e n,5
to his lack lack,5
N o   a t t e n t i o n,5
n e v e r   o c c u r s,5
n e v e r   i n f o r m e d,5
m very dissatisfied dissatisfied,5
n o t   n o w,5
n o t   f o l l o w e d,5
n o   b e c a u s e,5
n o   c o n f i r m a t i o n,5
N o t   i n t e r e s t e d,5
n o t   t w o,5
n o   w a r n i n g,5
n o   f a m i l y,5
n o t   r e q u i r e d,5
N o   t h a n k s,5
THE WORST WORST,5
n o t   u n f a i r,5
h a r d l y   b e,5
n o t   i d e n t i c a l,5
that a negative negative,5
n o   c o n n e c t i o n,5
n o   v a r i a t i o n,5
n o t   c a p a b l e,5
n o t   d i a g n o s e d,5
N o t   m e n t i o n e d,5
n o t   c h e c k,5
have terrible terrible,5
N o   d o c t o r,5
breaking negative negative,5
n o   r i s k,5
n o t   c o m p e t e n t,5
four negative negative,5
out of negative negative,5
n o   p o s s i b i l i t y,5
in breaking negative negative,5
N o t   f o r,5
follow a negative negative,5
follow four negative negative,5
n o t   g o n e,5
n o t   p a i d,5
n o   p r o p e r,5
N o   b l o o d,5
n o t   k i n d,5
h a r d l y   p o s s i b l e,5
n o   p r o f e s s i o n a l i s m,5
n o   i n s i g h t,5
n o t   l e f t,5
n o t   m i s t a k e n,5
N o t   l i k e,5
n o   p h y s i c a l,5
n o   a d v i c e,5
also a lack lack,5
h a r d l y   l i s t e n e d,5
to the poor poor,5
n e v e r   w r i t e,5
n o t   l e a s t,5
n o   f o l l o w,5
an incredibly bad bad,5
n o t   r e s c h e d u l e d,5
n o   s a t i s f a c t i o n,5
N o   s o o n e r,5
look bad bad,5
n o t   s a v e d,5
I was worse worse,5
n o t   c o m f o r t a b l e,5
n o   o b l i g a t i o n,5
n o   b l o o d,5
that the negative negative,5
n o t   c o u n t,5
was TERRIBLE TERRIBLE,5
N o   e x a m i n a t i o n,5
was very poor poor,5
certain lack lack,5
elucidating the failure failure,5
feeling very bad bad,5
left worse worse,5
n o   d i s c e r n i b l e,5
Because the negative negative,5
n e v e r   r e a d,5
b a r e l y   a b l e,5
This lack lack,5
n o   m e d i c a t i o n,5
his negative negative,4
n o t   a t t a c h e d,4
TOTAL LACK LACK,4
My worst worst,4
left me worse worse,4
rude and lacking lacking,4
N e v e r   v i s i t,4
N E V E R   B E,4
better or worse worse,4
no lack lack,4
His lack lack,4
n o   n o t i f i c a t i o n,4
but the lack lack,4
there without fail fail,4
n o t   r e s e r v e d,4
But the lack lack,4
n o t   n o t i f y i n g,4
And the worst worst,4
n o   a d v a n c e,4
give bad bad,4
N o   p r o f e s s i o n a l i s m,4
n o t   g r e e d y,4
n o   a n s w e r s,4
n o   a n a m n e s i s,4
n o   r e s o l u t i o n,4
N O T   h a v e,4
are horrible horrible,4
just got worse worse,4
n o t   r e s p e c t i n g,4
N O T   p o s s i b l e,4
"n o 
 D o c t o r",4
such poor poor,4
n o t   e n g a g e,4
been worse worse,4
totally dissatisfied dissatisfied,4
I received terrible terrible,4
give a bad bad,4
n o t   u s e f u l,4
I left worse worse,4
n o   d i r e c t i o n,4
of poor poor,4
n o   a n s w e r i n g,4
n o t   t r u s t w o r t h y,4
n o t   c o n c r e t e,4
n e v e r   t h e,4
n o   t r a n s f e r,4
n o t   d u p l i c a t e,4
n o   r e l a t i o n s h i p,4
"n o t 
 T h e y",4
n o t   w r i t i n g,4
made it worse worse,4
n o   b u s i n e s s,4
n o t   l o o k i n g,4
service was bad bad,4
n o t   f e a s i b l e,4
n o t   r e c o r d e d,4
n o   s t a t e m e n t,4
n o t   p u r s u e,4
n o t   a c c u s e d,4
n o t   v i a,4
as negative negative,4
n o t   a l r e a d y,4
n o   a d e q u a t e,4
n o   l a c k,4
an extreme lack lack,4
n e v e r   r e s p o n d s,4
n o t   n e w,4
n o   r e s e r v a t i o n,4
n e v e r   t r y,4
n o t   c o m p l e t e,4
N O T   H E R,4
n e v e r   t a k e,4
n o   c o l l e a g u e,4
n o   t o,4
n o   s a t i s f a c t o r y,4
"n o t 
 w i l l",4
n o t   r e a d i n g,4
I had bad bad,4
n o   m o n e y,4
n o   l o v e,4
n o t   b u s y,4
n o t   f o r g e t,4
N o   t e s t,4
was extremely lacking lacking,4
n o t   p l e a s a n t,4
n o t   r e g u l a r l y,4
N O T   R E P L Y,4
me feel worse worse,4
everything worse worse,4
Absolute lack lack,4
in terrible terrible,4
N o   s o l u t i o n,4
n o   s y m p t o m s,4
be a bad bad,4
n o t   c o n v i n c e d,4
n o t   v a l u e,4
so lacking lacking,4
n o t   c o n s i s t e n t,4
N o   i n s t r u c t i o n s,4
b a r e l y   s a t,4
have a negative negative,4
n o t   c o n v i n c i n g,4
feel really bad bad,4
n e v e r   t r i e d,4
N o   R e p l y,4
n o t   h a r m o n i o u s,4
quite dissatisfied dissatisfied,4
was lacking lacking,4
n o   i n t e r n e t,4
n o t   u p d a t e,4
And worse worse,4
it was negative negative,4
n o   v e r i f i c a t i o n,4
n o t   r e a l,4
an absolute lack lack,4
am extremely dissatisfied dissatisfied,4
n o   2,4
n o t   s t r i c t l y,4
n o t   y o u r s,4
n o   c o d e,4
n o t   a c c o m m o d a t e,4
extremely lacking lacking,4
n o   e d u c a t i o n,4
n o t   d e c l a r e,4
n o t   g r e e t,4
confirm the negative negative,4
n o   l i s t e n i n g,4
n o   q u a l i t y,4
and dissatisfied dissatisfied,4
n o t   d a r e,4
was a terrible terrible,4
N o t   e m p a t h e t i c,4
n o   f o r e c a s t,4
n o t   i f,4
n o   n e g l i g e n c e,4
n o t   s c h e d u l i n g,4
n o   h u m a n,4
n o   d a t e,4
N O T   a,4
all the bad bad,4
be negative negative,4
n o   t a l k,4
N O T   g o,4
n o t   a f f e c t,4
n o t   w i t h d r a w,4
something worse worse,4
n o   t e x t,4
n o t   u n c o m m o n,4
A complete lack lack,4
s really bad bad,4
n o t   s t u p i d,4
are worse worse,4
is a failure failure,4
a certain lack lack,4
n o   p r e s c r i p t i o n,4
practice in Bad Bad,4
n o   c o s t s,4
n o   c r o s s,4
n o   c o m p a r i s o n,4
with a negative negative,4
was really bad bad,4
n o   p a t h o l o g i c a l,4
n o t   p r i v a t e l y,4
n o t   p r e g n a n t,4
feel very bad bad,4
n o t   p l a n n e d,4
N e v e r   e x p e r i e n c e d,4
h a r d l y   r e q u i r e s,4
in a terrible terrible,4
in really bad bad,4
of his lack lack,4
n o t   p u b l i s h i n g,4
been bad bad,4
N o   p a t i e n c e,4
"n o t 
 w o u l d",4
your bad bad,4
n o t   d i s c o v e r e d,4
n o t   t e c h n i c a l l y,4
n e v e r   c a r r i e d,4
n o   c l a r i f i c a t i o n,4
n o t   l o n g,4
n o   d o u b t s,4
N o   g e t t i n g,4
delete my negative negative,4
s not bad bad,4
been terrible terrible,4
many negative negative,4
n o   s h o r t,4
were negative negative,4
n o t   j u s t i f y,4
to the terrible terrible,4
n e v e r   r e a l l y,4
n o t   t r u s t i n g,4
n o   I,4
be terrible terrible,4
was extremely negative negative,4
Even worse worse,4
N o   i n v e s t i g a t i o n,4
n o t   c l a r i f i e d,4
look horrible horrible,4
N o   e x p l a n a t i o n s,4
n o   n i c e,4
N o   p a t i e n t,4
n o t   r e c o v e r,4
of failure failure,4
n o   b i o p s y,4
probably the worst worst,4
n o t   p r i n t,4
n o t   i d e a l,4
n o   s t r e n g t h,4
n o t   t h i s,4
n o t   v e r i f i e d,4
n o   p r o f i t,4
n o t   d e s i r e d,4
N e v e r   t h i s,4
n o t   t e l l i n g,4
n o   d i s c u s s i o n,4
of the poor poor,4
the worse worse,4
n o t   e,4
N O   G O O D N E S S,4
n o t   d i f f e r e n t i a t e d,4
N o   o t h e r,4
n o   p u b l i c a t i o n,4
"n o 
 h a v e",4
are undifferentiated bad bad,4
b a r e l y   a s s e s s e d,4
n e v e r   e x p l a i n e d,4
N e v e r   s e e n,4
n o t   h e l p i n g,4
n o   p u b l i c,4
n o   c a p a c i t y,4
n o t   r e i m b u r s e d,4
action against negative negative,4
felt much worse worse,4
with the negative negative,4
against negative negative,4
particularly bad bad,4
N o   I,4
n o   t r a c e,4
N o t   t h e,4
with horrible horrible,4
N O   C O N S U L T A T I O N,4
n e v e r   r e q u e s t e d,4
are bad bad,4
which looks worse worse,4
h a r d l y   h a s,4
n o   s i d e,4
n e v e r   m e n t i o n e d,4
n o   e m e r g e n c y,4
n o t   d i s c u s s,4
n e v e r   w a n t e d,4
so dissatisfied dissatisfied,4
n o t   a d v i s a b l e,4
situation worse worse,4
n o   a c c e s s,4
or even worse worse,4
n o t   i n v o l v e,4
N E V E R   b e e n,4
n o t   h u m a n,4
because of bad bad,4
n o   f e v e r,4
n o t   p l a n,4
N O T   F O U N D,4
Extremely bad bad,4
n o t   c o n v i n c e,4
n o   s u r p r i s e,4
it gets worse worse,4
n o   X,4
n o t   h u r t,4
n o   c o m p e t i t i o n,4
n o   t h a n k s,4
n o   w e l c o m e,4
n o t   m e a s u r e,4
n o   s e n s i b l e,3
and failure failure,3
N o t   u n t i l,3
gives bad bad,3
n o   c o m m i s s i o n s,3
n o t   o p e r a t e d,3
anything negative negative,3
from terrible terrible,3
can fail fail,3
as poor poor,3
"n o t 
 s h o u l d",3
n o t   o p t i m a l,3
so negative negative,3
n o   f i l e,3
for her lack lack,3
n o t   c l e a r l y,3
N o   f u n d e r,3
n o   d a t a,3
n o   e r r o r s,3
n e v e r   l i k e,3
n o t   c o m m e n t,3
"still unusual
bad bad",3
N O T   d o,3
n o   p r o g r a m,3
Very very bad bad,3
"unusual
bad bad",3
his poor poor,3
n o t   p r e s c r i b e d,3
n o t   s u r p r i s i n g,3
